from_node,to_node,distance,x_from,y_from,z_from,x_to,y_to,z_to
131685,83743,49.99,1805.341,181.123,2.591,1803.567,168.752,2.586
131685,77650,1328.003,1805.341,181.123,2.591,1842.663,518.462,2.587
156143,155060,118.706,1796.691,140.357,2.569,1798.691,169.966,2.586
156143,83743,116.863,1796.691,140.357,2.569,1803.567,168.752,2.586
155060,151987,47.889,1798.691,169.966,2.586,1800.39,181.817,2.591
151987,128578,1328.887,1800.39,181.817,2.591,1837.663,518.484,2.587
128578,151916,630.177,1837.663,518.484,2.587,1813.055,694.181,2.529
77650,117749,635.431,1842.663,518.462,2.587,1822.485,676.527,2.525
157206,151916,165.284,1802.401,734.105,2.557,1813.055,694.181,2.529
157206,117749,243.921,1802.401,734.105,2.557,1822.485,676.527,2.525
157206,108828,1289.251,1802.401,734.105,2.557,1703.692,1031.751,5.07
157206,116676,2469.712,1802.401,734.105,2.557,1679.905,1261.849,4.73
117749,156058,2623.714,1822.485,676.527,2.525,1684.852,1262.579,4.739
151916,153939,1279.179,1813.055,694.181,2.529,1690.469,1018.59,4.597
108828,148473,181.344,1703.692,1031.751,5.07,1690.3,1075.064,5.728
108828,86733,381.574,1703.692,1031.751,5.07,1689.79,1126.126,6.222
153939,148473,225.897,1690.469,1018.59,4.597,1690.3,1075.064,5.728
153939,50069,465.668,1690.469,1018.59,4.597,1675.111,1122.847,6.216
123548,87463,188.294,1919.349,877.369,3.138,1900.268,920.402,2.974
123548,140049,1123.687,1919.349,877.369,3.138,1778.891,1112.686,4.01
144050,87463,189.353,1923.92,879.396,3.138,1900.268,920.402,2.974
144050,142531,666.1,1923.92,879.396,3.138,1855.994,1045.319,3.114
87463,134119,1004.866,1900.268,920.402,2.974,1793.88,1113.933,4.217
87463,142532,424.034,1900.268,920.402,2.974,1860.096,1018.475,2.967
142531,142532,108.622,1855.994,1045.319,3.114,1860.096,1018.475,2.967
142531,142422,449.352,1855.994,1045.319,3.114,1948.779,1134.404,3.057
142531,137924,572.13,1855.994,1045.319,3.114,1817.201,1181.614,4.426
148473,86733,204.258,1690.3,1075.064,5.728,1689.79,1126.126,6.222
148473,50069,200.556,1690.3,1075.064,5.728,1675.111,1122.847,6.216
139027,140049,263.764,1768.575,1177.815,5.899,1778.891,1112.686,4.01
139027,137296,135.168,1768.575,1177.815,5.899,1780.969,1146.378,5.35
137296,134119,139.678,1780.969,1146.378,5.35,1793.88,1113.933,4.217
137296,140049,135.024,1780.969,1146.378,5.35,1778.891,1112.686,4.01
137296,144124,139.379,1780.969,1146.378,5.35,1783.234,1181.149,5.9
144124,134119,272.215,1783.234,1181.149,5.9,1793.88,1113.933,4.217
116676,87036,227.577,1679.905,1261.849,4.73,1671.614,1318.136,4.753
116676,137535,114.228,1679.905,1261.849,4.73,1678.233,1290.357,4.202
156058,127558,227.57,1684.852,1262.579,4.739,1676.56,1318.864,4.753
156058,137535,114.223,1684.852,1262.579,4.739,1678.233,1290.357,4.202
142422,137924,602.252,1948.779,1134.404,3.057,1817.201,1181.614,4.426
137924,116333,574.216,1817.201,1181.614,4.426,1792.962,1301.654,5.544
142532,126364,1160.68,1860.096,1018.475,2.967,1788.034,1300.81,5.544
116333,102217,151.206,1792.962,1301.654,5.544,1786.886,1338.964,5.743
116333,120791,76.306,1792.962,1301.654,5.544,1787.385,1319.897,5.656
127558,89978,68.369,1676.56,1318.864,4.753,1674.07,1335.774,5.411
127558,137535,114.224,1676.56,1318.864,4.753,1678.233,1290.357,4.202
87036,137535,114.227,1671.614,1318.136,4.753,1678.233,1290.357,4.202
87036,130375,1418.618,1671.614,1318.136,4.753,1621.444,1658.716,6.245
89978,113524,1284.363,1674.07,1335.774,5.411,1626.827,1656.481,6.244
126364,97231,151.527,1788.034,1300.81,5.544,1781.944,1338.199,5.743
126364,120791,76.392,1788.034,1300.81,5.544,1787.385,1319.897,5.656
35765,102217,27.883,1785.828,1345.854,5.768,1786.886,1338.964,5.743
35765,31288,1254.49,1785.828,1345.854,5.768,1743.069,1658.6,5.833
102217,120791,76.294,1786.886,1338.964,5.743,1787.385,1319.897,5.656
120791,97231,76.375,1787.385,1319.897,5.656,1781.944,1338.199,5.743
97231,125423,1310.896,1781.944,1338.199,5.743,1736.22,1679.046,5.835
113524,156360,11.98,1626.827,1656.481,6.244,1626.39,1659.444,6.245
125423,103460,94.236,1736.22,1679.046,5.835,1737.14,1702.587,5.837
125423,111603,187.644,1736.22,1679.046,5.835,1733.587,1725.883,5.841
148598,130375,96.37,1620.425,1682.787,6.257,1621.444,1658.716,6.245
148598,88483,96.374,1620.425,1682.787,6.257,1619.406,1706.859,6.273
148598,156360,96.372,1620.425,1682.787,6.257,1626.39,1659.444,6.245
148598,96685,96.373,1620.425,1682.787,6.257,1614.459,1706.13,6.273
88483,156360,191.706,1619.406,1706.859,6.273,1626.39,1659.444,6.245
88483,37342,1569.541,1619.406,1706.859,6.273,1566.004,2069.378,6.902
130375,96685,191.703,1621.444,1658.716,6.245,1614.459,1706.13,6.273
96685,75747,1377.15,1614.459,1706.13,6.273,1564.781,2043.373,6.843
36093,118521,186.742,1738.584,1726.051,5.841,1741.204,1679.439,5.835
36093,103460,94.034,1738.584,1726.051,5.841,1737.14,1702.587,5.837
36093,143027,1373.338,1738.584,1726.051,5.841,1777.506,2041.401,5.964
118521,103460,94.008,1741.204,1679.439,5.835,1737.14,1702.587,5.837
118521,31288,83.689,1741.204,1679.439,5.835,1743.069,1658.6,5.833
103460,111603,94.262,1737.14,1702.587,5.837,1733.587,1725.883,5.841
111603,140831,1260.465,1733.587,1725.883,5.841,1766.093,2018.591,5.951
154598,33126,138.787,1577.005,1891.767,6.238,1565.173,1924.384,6.41
154598,124350,257.832,1577.005,1891.767,6.238,1567.351,1955.498,6.784
33126,35509,139.707,1565.173,1924.384,6.41,1562.165,1889.587,6.237
33126,102917,153.286,1565.173,1924.384,6.41,1551.751,1960.278,6.796
33126,124350,124.761,1565.173,1924.384,6.41,1567.351,1955.498,6.784
93327,127468,274.695,1686.818,1882.756,6.876,1693.55,1814.413,6.45
93327,129649,140.717,1686.818,1882.756,6.876,1682.869,1847.799,6.553
93327,140831,804.059,1686.818,1882.756,6.876,1766.093,2018.591,5.951
135096,129649,144.005,1671.814,1882.061,6.522,1682.869,1847.799,6.553
135096,134561,281.825,1671.814,1882.061,6.522,1678.72,1811.944,6.45
135096,139229,751.163,1671.814,1882.061,6.522,1772.699,2042.777,5.964
127468,129649,140.212,1693.55,1814.413,6.45,1682.869,1847.799,6.553
129649,134561,144.377,1682.869,1847.799,6.553,1678.72,1811.944,6.45
35509,102917,285.816,1562.165,1889.587,6.237,1551.751,1960.278,6.796
102917,134507,317.582,1551.751,1960.278,6.796,1559.183,2081.37,6.931
124350,75747,352.118,1567.351,1955.498,6.784,1564.781,2043.373,6.843
139229,140831,100.288,1772.699,2042.777,5.964,1766.093,2018.591,5.951
139229,121113,3050.372,1772.699,2042.777,5.964,2163.149,2718.008,5.749
140831,143027,102.024,1766.093,2018.591,5.951,1777.506,2041.401,5.964
75747,134507,153.629,1564.781,2043.373,6.843,1559.183,2081.37,6.931
75747,37342,104.135,1564.781,2043.373,6.843,1566.004,2069.378,6.902
143027,62771,2827.191,1777.506,2041.401,5.964,2138.461,2674.702,7.486
62771,121113,199.395,2138.461,2674.702,7.486,2163.149,2718.008,5.749
62771,124569,1202.088,2138.461,2674.702,7.486,2316.98,2913.689,4.802
121113,116735,982.819,2163.149,2718.008,5.749,2312.692,2916.309,4.803
116735,116319,202.967,2312.692,2916.309,4.803,2343.318,2956.766,4.764
116735,129274,102.49,2312.692,2916.309,4.803,2330.09,2935.119,4.78
124569,69106,200.977,2316.98,2913.689,4.802,2347.305,2953.75,4.764
124569,129274,100.488,2316.98,2913.689,4.802,2330.09,2935.119,4.78
116319,129274,101.475,2343.318,2956.766,4.764,2330.09,2935.119,4.78
116319,117902,1358.666,2343.318,2956.766,4.764,2543.953,3206.323,4.583
69106,129274,101.467,2347.305,2953.75,4.764,2330.09,2935.119,4.78
69106,127174,28.136,2347.305,2953.75,4.764,2351.551,2959.358,4.76
127174,118367,1152.928,2351.551,2959.358,4.76,2530.201,3188.29,4.671
118367,115399,87.65,2530.201,3188.29,4.671,2546.998,3202.362,4.582
77707,111221,113.012,2594.564,3231.844,4.235,2568.748,3220.365,4.427
77707,115399,223.847,2594.564,3231.844,4.235,2546.998,3202.362,4.582
77707,131718,2653.228,2594.564,3231.844,4.235,3235.248,3367.453,2.041
115399,111221,112.937,2546.998,3202.362,4.582,2568.748,3220.365,4.427
111221,117902,113.98,2568.748,3220.365,4.427,2543.953,3206.323,4.583
111221,104276,113.921,2568.748,3220.365,4.427,2592.339,3236.321,4.235
117902,104276,227.722,2543.953,3206.323,4.583,2592.339,3236.321,4.235
104276,18176,2519.575,2592.339,3236.321,4.235,3211.025,3356.051,1.964
126498,131718,482.426,3336.576,3464.158,2.416,3235.248,3367.453,2.041
126498,123047,692.566,3336.576,3464.158,2.416,3377.598,3299.804,0.552
126498,121767,2259.598,3336.576,3464.158,2.416,3561.768,3975.645,4.798
131718,18176,107.089,3235.248,3367.453,2.041,3211.025,3356.051,1.964
131718,123047,501.448,3235.248,3367.453,2.041,3377.598,3299.804,0.552
18176,119871,3055.761,3211.025,3356.051,1.964,3557.39,3978.058,4.799
119871,119631,174.862,3557.39,3978.058,4.799,3578.188,4016.509,5.257
119871,97358,88.107,3557.39,3978.058,4.799,3570.107,3996.043,5.072
121767,76823,175.354,3561.768,3975.645,4.798,3582.625,4014.204,5.256
121767,97358,88.147,3561.768,3975.645,4.798,3570.107,3996.043,5.072
119631,97358,88.015,3578.188,4016.509,5.257,3570.107,3996.043,5.072
119631,128443,190.895,3578.188,4016.509,5.257,3599.03,4059.441,5.361
97358,76823,88.229,3570.107,3996.043,5.072,3582.625,4014.204,5.256
64686,39249,166.131,3618.001,4092.127,5.502,3602.709,4053.512,5.35
64686,128443,151.17,3618.001,4092.127,5.502,3599.03,4059.441,5.361
64686,110596,249.124,3618.001,4092.127,5.502,3647.011,4147.239,5.7
64686,81042,232.49,3618.001,4092.127,5.502,3631.97,4148.546,5.698
39249,76823,176.567,3602.709,4053.512,5.35,3582.625,4014.204,5.256
39249,110596,390.162,3602.709,4053.512,5.35,3647.011,4147.239,5.7
128443,81042,379.995,3599.03,4059.441,5.361,3631.97,4148.546,5.698
