id,node0,x_0,y_0,z_0,node1,x_1,y_1,z_1,bus,tram,track,streetType
157973, 103456, 1472.890, -1544.408, 5.222, 48567, 1484.899, -1554.980, 5.222,false,false,true,,
157907, 48567, 1484.899, -1554.980, 5.222, 87858, 1486.400, -1556.302, 5.222,false,false,true,,
123384, 138930, 1469.586, -1548.161, 5.222, 120474, 1481.595, -1558.733, 5.222,false,false,true,,
111080, 120474, 1481.595, -1558.733, 5.222, 128893, 1483.096, -1560.055, 5.222,false,false,true,,
105403, 142106, 1468.085, -1546.839, 5.222, 158132, 1466.583, -1545.518, 5.222,false,false,true,,
104807, 142106, 1468.085, -1546.839, 5.222, 138930, 1469.586, -1548.161, 5.222,false,false,true,,
100972, 103535, 1471.388, -1543.086, 5.222, 109644, 1469.887, -1541.765, 5.222,false,false,true,,
92970, 158132, 1466.583, -1545.518, 5.222, 158620, 1454.574, -1534.946, 5.222,false,false,true,,
38055, 103535, 1471.388, -1543.086, 5.222, 103456, 1472.890, -1544.408, 5.222,false,false,true,,
37232, 109644, 1469.887, -1541.765, 5.222, 156691, 1457.878, -1531.193, 5.222,false,false,true,,
150486, 17493, 1400.152, -1548.322, 5.213, 56369, 1475.133, -1614.343, 5.127,false,false,false,standard/country_large_new.lua,
145875, 63889, 1496.572, -1580.248, 3.791, 56369, 1475.133, -1614.343, 5.127,false,false,false,standard/country_large_new.lua,
134354, 24281, 1441.930, -1677.472, 4.748, 58497, 1462.153, -1645.122, 5.296,false,false,false,standard/country_large_new.lua,
131742, 58497, 1462.153, -1645.122, 5.296, 56369, 1475.133, -1614.343, 5.127,false,false,false,standard/country_large_new.lua,
49986, 38895, 1541.971, -1540.030, 2.483, 63889, 1496.572, -1580.248, 3.791,false,false,false,standard/country_large_new.lua,
151496, 131629, 1728.544, -2009.106, 4.785, 121715, 1735.589, -1988.663, 4.322,false,false,true,,
149449, 131629, 1728.544, -2009.106, 4.785, 132515, 1726.383, -2030.619, 5.726,false,false,true,,
149257, 141887, 1731.562, -1983.686, 4.308, 104416, 1730.705, -1987.591, 4.322,false,false,true,,
148453, 104416, 1730.705, -1987.591, 4.322, 131629, 1728.544, -2009.106, 4.785,false,false,true,,
143733, 141362, 1736.445, -1984.757, 4.308, 121715, 1735.589, -1988.663, 4.322,false,false,true,,
143206, 119425, 1736.874, -1982.804, 4.308, 141362, 1736.445, -1984.757, 4.308,false,false,true,,
143202, 117857, 1740.303, -1967.176, 4.308, 119425, 1736.874, -1982.804, 4.308,false,false,true,,
143077, 132114, 1740.732, -1965.222, 4.308, 117857, 1740.303, -1967.176, 4.308,false,false,true,,
142932, 132114, 1740.732, -1965.222, 4.308, 92595, 1741.160, -1963.268, 4.308,false,false,true,,
142747, 92595, 1741.160, -1963.268, 4.308, 125414, 1744.589, -1947.640, 4.308,false,false,true,,
142338, 125414, 1744.589, -1947.640, 4.308, 124408, 1745.018, -1945.687, 4.308,false,false,true,,
142140, 121715, 1735.589, -1988.663, 4.322, 132515, 1726.383, -2030.619, 5.726,false,false,true,,
141124, 118858, 1745.446, -1943.733, 4.308, 124408, 1745.018, -1945.687, 4.308,false,false,true,,
140814, 111653, 1748.875, -1928.105, 4.308, 118858, 1745.446, -1943.733, 4.308,false,false,true,,
139666, 110020, 1749.304, -1926.151, 4.308, 111653, 1748.875, -1928.105, 4.308,false,false,true,,
139155, 110020, 1749.304, -1926.151, 4.308, 108588, 1749.733, -1924.198, 4.308,false,false,true,,
122761, 141972, 1731.990, -1981.732, 4.308, 141887, 1731.562, -1983.686, 4.308,false,false,true,,
122604, 137256, 1735.419, -1966.104, 4.308, 141972, 1731.990, -1981.732, 4.308,false,false,true,,
122598, 131988, 1735.848, -1964.151, 4.308, 137256, 1735.419, -1966.104, 4.308,false,false,true,,
122180, 131988, 1735.848, -1964.151, 4.308, 131752, 1736.276, -1962.197, 4.308,false,false,true,,
121904, 131752, 1736.276, -1962.197, 4.308, 90044, 1739.705, -1946.569, 4.308,false,false,true,,
121902, 90044, 1739.705, -1946.569, 4.308, 97152, 1740.134, -1944.615, 4.308,false,false,true,,
121672, 130643, 1740.563, -1942.662, 4.308, 97152, 1740.134, -1944.615, 4.308,false,false,true,,
120359, 104416, 1730.705, -1987.591, 4.322, 131529, 1721.499, -2029.548, 5.726,false,false,true,,
120214, 106705, 1743.991, -1927.033, 4.308, 130643, 1740.563, -1942.662, 4.308,false,false,true,,
119273, 137581, 1744.420, -1925.080, 4.308, 106705, 1743.991, -1927.033, 4.308,false,false,true,,
117863, 137581, 1744.420, -1925.080, 4.308, 125691, 1744.849, -1923.126, 4.308,false,false,true,,
84937, 127062, 1719.694, -1899.153, 4.652, 24320, 1694.290, -1986.853, 4.929,false,false,true,,
83789, 24320, 1694.290, -1986.853, 4.929, 118701, 1664.309, -2073.082, 5.101,false,false,true,,
70572, 126427, 1659.631, -2071.315, 5.101, 81180, 1689.526, -1985.336, 4.929,false,false,true,,
55452, 81180, 1689.526, -1985.336, 4.929, 110302, 1714.857, -1897.889, 4.652,false,false,true,,
27337, 131529, 1721.499, -2029.548, 5.726, 131629, 1728.544, -2009.106, 4.785,false,false,true,,
151350, 143082, 1770.566, -1805.914, 4.308, 14446, 1773.995, -1790.286, 4.308,false,false,true,,
138830, 108588, 1749.733, -1924.198, 4.308, 107661, 1753.161, -1908.570, 4.308,false,false,true,,
138661, 107661, 1753.161, -1908.570, 4.308, 104591, 1753.590, -1906.616, 4.308,false,false,true,,
138413, 100667, 1754.019, -1904.662, 4.308, 104591, 1753.590, -1906.616, 4.308,false,false,true,,
138147, 97963, 1757.448, -1889.034, 4.308, 100667, 1754.019, -1904.662, 4.308,false,false,true,,
137962, 96565, 1757.876, -1887.081, 4.308, 97963, 1757.448, -1889.034, 4.308,false,false,true,,
137229, 96565, 1757.876, -1887.081, 4.308, 90749, 1758.305, -1885.127, 4.308,false,false,true,,
137200, 90749, 1758.305, -1885.127, 4.308, 90288, 1761.734, -1869.499, 4.308,false,false,true,,
136648, 90288, 1761.734, -1869.499, 4.308, 89959, 1762.162, -1867.545, 4.308,false,false,true,,
135934, 88295, 1762.591, -1865.592, 4.308, 89959, 1762.162, -1867.545, 4.308,false,false,true,,
135518, 88003, 1766.020, -1849.964, 4.308, 88295, 1762.591, -1865.592, 4.308,false,false,true,,
135173, 77644, 1766.449, -1848.010, 4.308, 88003, 1766.020, -1849.964, 4.308,false,false,true,,
131217, 77644, 1766.449, -1848.010, 4.308, 116190, 1766.877, -1846.057, 4.308,false,false,true,,
130791, 116190, 1766.877, -1846.057, 4.308, 120323, 1770.306, -1830.428, 4.308,false,false,true,,
126933, 120323, 1770.306, -1830.428, 4.308, 54597, 1770.735, -1828.475, 4.308,false,false,true,,
126932, 52886, 1771.163, -1826.521, 4.308, 54597, 1770.735, -1828.475, 4.308,false,false,true,,
126930, 135859, 1774.592, -1810.893, 4.308, 52886, 1771.163, -1826.521, 4.308,false,false,true,,
126929, 133920, 1775.021, -1808.939, 4.308, 135859, 1774.592, -1810.893, 4.308,false,false,true,,
125978, 133920, 1775.021, -1808.939, 4.308, 147226, 1775.450, -1806.986, 4.308,false,false,true,,
125625, 147226, 1775.450, -1806.986, 4.308, 102424, 1778.879, -1791.358, 4.308,false,false,true,,
117399, 125691, 1744.849, -1923.126, 4.308, 138092, 1748.278, -1907.498, 4.308,false,false,true,,
114748, 138092, 1748.278, -1907.498, 4.308, 133787, 1748.706, -1905.545, 4.308,false,false,true,,
111326, 110302, 1714.857, -1897.889, 4.652, 123945, 1735.587, -1809.161, 4.280,false,false,true,,
108953, 127351, 1749.135, -1903.591, 4.308, 133787, 1748.706, -1905.545, 4.308,false,false,true,,
107719, 86295, 1752.564, -1887.963, 4.308, 127351, 1749.135, -1903.591, 4.308,false,false,true,,
98950, 134291, 1752.992, -1886.009, 4.308, 86295, 1752.564, -1887.963, 4.308,false,false,true,,
96934, 134291, 1752.992, -1886.009, 4.308, 138162, 1753.421, -1884.056, 4.308,false,false,true,,
95944, 121897, 1740.484, -1810.170, 4.280, 127062, 1719.694, -1899.153, 4.652,false,false,true,,
95332, 138162, 1753.421, -1884.056, 4.308, 96918, 1756.850, -1868.427, 4.308,false,false,true,,
87405, 96918, 1756.850, -1868.427, 4.308, 133994, 1757.279, -1866.474, 4.308,false,false,true,,
77382, 134966, 1757.707, -1864.520, 4.308, 133994, 1757.279, -1866.474, 4.308,false,false,true,,
75355, 111919, 1761.136, -1848.892, 4.308, 134966, 1757.707, -1864.520, 4.308,false,false,true,,
73463, 106425, 1761.565, -1846.939, 4.308, 111919, 1761.136, -1848.892, 4.308,false,false,true,,
63903, 106425, 1761.565, -1846.939, 4.308, 135111, 1761.993, -1844.985, 4.308,false,false,true,,
63876, 135111, 1761.993, -1844.985, 4.308, 127051, 1765.422, -1829.357, 4.308,false,false,true,,
62639, 127051, 1765.422, -1829.357, 4.308, 133945, 1765.851, -1827.403, 4.308,false,false,true,,
61620, 101077, 1766.280, -1825.450, 4.308, 133945, 1765.851, -1827.403, 4.308,false,false,true,,
53895, 134137, 1769.709, -1809.821, 4.308, 101077, 1766.280, -1825.450, 4.308,false,false,true,,
50653, 128774, 1770.137, -1807.868, 4.308, 134137, 1769.709, -1809.821, 4.308,false,false,true,,
33247, 128774, 1770.137, -1807.868, 4.308, 143082, 1770.566, -1805.914, 4.308,false,false,true,,
91184, 96790, 1806.960, -1948.561, 4.308, 142350, 1786.951, -2038.288, 6.300,false,false,false,standard/country_medium_new.lua,
145430, 96790, 1806.960, -1948.561, 4.308, 122690, 1822.052, -1880.888, 4.308,false,false,false,standard/country_medium_new.lua,
111332, 122690, 1822.052, -1880.888, 4.308, 40470, 1837.142, -1813.215, 4.308,false,false,false,standard/country_medium_new.lua,
151436, 133735, 1778.710, -1768.797, 4.308, 133783, 1778.281, -1770.751, 4.308,false,false,true,,
150340, 48614, 1796.502, -1711.036, 4.224, 41470, 1789.964, -1729.168, 4.281,false,false,true,,
150323, 139061, 1782.996, -1749.262, 4.308, 90635, 1783.427, -1747.297, 4.308,false,false,true,,
150087, 41470, 1789.964, -1729.168, 4.281, 90635, 1783.427, -1747.297, 4.308,false,false,true,,
149519, 90635, 1783.427, -1747.297, 4.308, 128160, 1791.618, -1709.965, 4.224,false,false,true,,
146832, 14446, 1773.995, -1790.286, 4.308, 89870, 1774.423, -1788.333, 4.308,false,false,true,,
146806, 133735, 1778.710, -1768.797, 4.308, 136245, 1779.138, -1766.844, 4.308,false,false,true,,
145439, 141889, 1787.880, -1750.333, 4.308, 90046, 1788.311, -1748.368, 4.308,false,false,true,,
145010, 41470, 1789.964, -1729.168, 4.281, 128160, 1791.618, -1709.965, 4.224,false,false,true,,
144483, 107531, 1774.852, -1786.379, 4.308, 89870, 1774.423, -1788.333, 4.308,false,false,true,,
144377, 90046, 1788.311, -1748.368, 4.308, 41470, 1789.964, -1729.168, 4.281,false,false,true,,
140804, 136245, 1779.138, -1766.844, 4.308, 143083, 1782.567, -1751.215, 4.308,false,false,true,,
140136, 133783, 1778.281, -1770.751, 4.308, 107531, 1774.852, -1786.379, 4.308,false,false,true,,
132115, 143083, 1782.567, -1751.215, 4.308, 139061, 1782.996, -1749.262, 4.308,false,false,true,,
125048, 102424, 1778.879, -1791.358, 4.308, 142203, 1779.307, -1789.404, 4.308,false,false,true,,
124335, 96859, 1779.736, -1787.451, 4.308, 142203, 1779.307, -1789.404, 4.308,false,false,true,,
124138, 110335, 1756.621, -1720.093, 3.821, 121897, 1740.484, -1810.170, 4.280,false,false,true,,
123797, 97244, 1783.165, -1771.822, 4.308, 96859, 1779.736, -1787.451, 4.308,false,false,true,,
123695, 136186, 1783.593, -1769.869, 4.308, 97244, 1783.165, -1771.822, 4.308,false,false,true,,
123656, 136186, 1783.593, -1769.869, 4.308, 143723, 1784.022, -1767.915, 4.308,false,false,true,,
123373, 143723, 1784.022, -1767.915, 4.308, 143725, 1787.451, -1752.287, 4.308,false,false,true,,
122856, 143725, 1787.451, -1752.287, 4.308, 141889, 1787.880, -1750.333, 4.308,false,false,true,,
121847, 119279, 1751.678, -1719.340, 3.821, 123981, 1763.092, -1628.616, 3.283,false,false,true,,
89154, 123945, 1735.587, -1809.161, 4.280, 119279, 1751.678, -1719.340, 3.821,false,false,true,,
87835, 119358, 1768.068, -1629.111, 3.283, 110335, 1756.621, -1720.093, 3.821,false,false,true,,
97633, 38895, 1541.971, -1540.030, 2.483, 67873, 1594.436, -1542.152, 2.150,false,false,false,standard/country_medium_one_way_new.lua,
78568, 58740, 1603.674, -1538.325, 2.150, 67873, 1594.436, -1542.152, 2.150,false,false,false,street_station/entrance_old.lua,
144357, 137047, 1773.450, -1561.713, 2.842, 92472, 1769.696, -1539.166, 2.689,false,false,true,,
142553, 137047, 1773.450, -1561.713, 2.842, 119358, 1768.068, -1629.111, 3.283,false,false,true,,
137589, 123981, 1763.092, -1628.616, 3.283, 92472, 1769.696, -1539.166, 2.689,false,false,true,,
127280, 69361, 1790.978, -1604.990, 2.450, 137047, 1773.450, -1561.713, 2.842,false,false,true,,
120734, 31121, 1795.810, -1603.705, 2.450, 137754, 1775.027, -1532.434, 2.641,false,false,true,,
119269, 137754, 1775.027, -1532.434, 2.641, 137047, 1773.450, -1561.713, 2.842,false,false,true,,
149036, 90046, 1788.311, -1748.368, 4.308, 48614, 1796.502, -1711.036, 4.224,false,false,true,,
145997, 48614, 1796.502, -1711.036, 4.224, 147460, 1802.961, -1657.315, 3.662,false,false,true,,
117634, 128160, 1791.618, -1709.965, 4.224, 70973, 1797.961, -1657.426, 3.657,false,false,true,,
138950, 138191, 1855.581, -1758.679, 4.023, 126434, 1885.143, -1709.281, 3.545,false,false,false,standard/country_medium_new.lua,
134100, 126434, 1885.143, -1709.281, 3.545, 141064, 1913.051, -1677.402, 3.414,false,false,false,standard/country_medium_new.lua,
63240, 40470, 1837.142, -1813.215, 4.308, 138191, 1855.581, -1758.679, 4.023,false,false,false,standard/country_medium_new.lua,
156519, 89147, 1998.940, -1733.397, 4.194, 158290, 2005.802, -1744.614, 4.232,false,false,true,,
155333, 33899, 1976.155, -1689.075, 4.022, 146664, 2003.256, -1730.874, 4.194,false,false,true,,
150357, 158876, 1972.089, -1691.986, 4.022, 89147, 1998.940, -1733.397, 4.194,false,false,true,,
149060, 158290, 2005.802, -1744.614, 4.232, 149786, 2057.284, -1806.807, 4.259,false,false,true,,
140806, 140572, 1941.291, -1652.939, 3.821, 158876, 1972.089, -1691.986, 4.022,false,false,true,,
110350, 146664, 2003.256, -1730.874, 4.194, 149898, 2060.717, -1803.172, 4.259,false,false,true,,
41804, 154544, 1945.310, -1649.943, 3.823, 33899, 1976.155, -1689.075, 4.022,false,false,true,,
40624, 141064, 1913.051, -1677.402, 3.414, 140572, 1941.291, -1652.939, 3.821,false,false,false,standard/country_medium_new.lua,
159180, 62187, 1880.940, -1587.056, 3.297, 154544, 1945.310, -1649.943, 3.823,false,false,true,,
158373, 123116, 1877.756, -1590.911, 3.297, 140572, 1941.291, -1652.939, 3.821,false,false,true,,
154729, 58151, 1822.394, -1518.412, 2.629, 62187, 1880.940, -1587.056, 3.297,false,false,true,,
148100, 122572, 1818.084, -1520.947, 2.629, 123116, 1877.756, -1590.911, 3.297,false,false,true,,
101802, 70973, 1797.961, -1657.426, 3.657, 69361, 1790.978, -1604.990, 2.450,false,false,true,,
59171, 147460, 1802.961, -1657.315, 3.662, 31121, 1795.810, -1603.705, 2.450,false,false,true,,
151888, 154544, 1945.310, -1649.943, 3.823, 124821, 2002.507, -1617.331, 3.667,false,false,false,standard/country_medium_new.lua,
119945, 124821, 2002.507, -1617.331, 3.667, 98921, 2085.670, -1583.907, 3.449,false,false,false,standard/country_medium_new.lua,
118044, 140572, 1941.291, -1652.939, 3.821, 154544, 1945.310, -1649.943, 3.823,false,false,false,standard/country_medium_new.lua,
133778, 96343, 1277.297, -1363.417, 4.869, 50864, 1242.941, -1324.294, 4.543,false,false,true,,
117580, 96343, 1277.297, -1363.417, 4.869, 113309, 1278.982, -1365.249, 4.883,false,false,true,,
89438, 50864, 1242.941, -1324.294, 4.543, 77129, 1188.816, -1254.680, 3.810,false,false,true,,
44732, 60981, 1275.307, -1368.638, 4.883, 73168, 1239.111, -1327.509, 4.543,false,false,true,,
146834, 67624, 1262.810, -1422.702, 4.928, 59355, 1205.597, -1358.237, 4.020,false,false,false,standard/country_large_new.lua,
25713, 59355, 1205.597, -1358.237, 4.020, 32922, 1153.815, -1289.243, 3.110,false,false,false,standard/country_large_new.lua,
43513, 73168, 1239.111, -1327.509, 4.543, 61731, 1184.756, -1257.599, 3.810,false,false,true,,
156890, 156273, 1364.503, -1455.654, 5.222, 76908, 1363.002, -1454.332, 5.222,false,false,true,,
156487, 158384, 1376.512, -1466.226, 5.222, 156273, 1364.503, -1455.654, 5.222,false,false,true,,
156367, 121639, 1379.515, -1468.869, 5.222, 156676, 1391.524, -1479.441, 5.222,false,false,true,,
156154, 157841, 1367.807, -1451.901, 5.222, 112882, 1366.305, -1450.579, 5.222,false,false,true,,
155545, 60421, 1378.013, -1467.548, 5.222, 158384, 1376.512, -1466.226, 5.222,false,false,true,,
151687, 147843, 1409.840, -1488.904, 5.222, 148229, 1397.830, -1478.332, 5.222,false,false,true,,
149327, 154651, 1394.526, -1482.084, 5.222, 155464, 1393.025, -1480.763, 5.222,false,false,true,,
148586, 157347, 1379.816, -1462.473, 5.222, 157841, 1367.807, -1451.901, 5.222,false,false,true,,
143331, 107369, 1320.103, -1407.649, 5.127, 112151, 1336.453, -1426.798, 5.187,false,false,true,,
136139, 156317, 1394.828, -1475.688, 5.222, 130028, 1396.329, -1477.010, 5.222,false,false,true,,
133415, 155419, 1381.317, -1463.795, 5.222, 155098, 1382.818, -1465.116, 5.222,false,false,true,,
133019, 107369, 1320.103, -1407.649, 5.127, 77189, 1356.584, -1441.925, 5.218,false,false,true,,
132653, 155098, 1382.818, -1465.116, 5.222, 156317, 1394.828, -1475.688, 5.222,false,false,true,,
119492, 112151, 1336.453, -1426.798, 5.187, 101461, 1316.602, -1411.219, 5.127,false,false,true,,
113666, 77189, 1356.584, -1441.925, 5.218, 112151, 1336.453, -1426.798, 5.187,false,false,true,,
113635, 77189, 1356.584, -1441.925, 5.218, 112882, 1366.305, -1450.579, 5.222,false,false,true,,
112515, 148229, 1397.830, -1478.332, 5.222, 130028, 1396.329, -1477.010, 5.222,false,false,true,,
97365, 156676, 1391.524, -1479.441, 5.222, 155464, 1393.025, -1480.763, 5.222,false,false,true,,
79503, 115069, 1353.239, -1445.641, 5.218, 76908, 1363.002, -1454.332, 5.222,false,false,true,,
77542, 60421, 1378.013, -1467.548, 5.222, 121639, 1379.515, -1468.869, 5.222,false,false,true,,
77221, 112151, 1336.453, -1426.798, 5.187, 115069, 1353.239, -1445.641, 5.218,false,false,true,,
66927, 101461, 1316.602, -1411.219, 5.127, 115069, 1353.239, -1445.641, 5.218,false,false,true,,
51679, 73454, 1408.037, -1493.978, 5.222, 110469, 1406.536, -1492.657, 5.222,false,false,true,,
50686, 155419, 1381.317, -1463.795, 5.222, 157347, 1379.816, -1462.473, 5.222,false,false,true,,
40639, 110469, 1406.536, -1492.657, 5.222, 154651, 1394.526, -1482.084, 5.222,false,false,true,,
89317, 61959, 1325.167, -1482.310, 5.300, 17493, 1400.152, -1548.322, 5.213,false,false,false,standard/country_large_new.lua,
63551, 61959, 1325.167, -1482.310, 5.300, 67624, 1262.810, -1422.702, 4.928,false,false,false,standard/country_large_new.lua,
158133, 120013, 1492.242, -1402.501, 5.222, 62705, 1481.631, -1414.477, 5.222,false,false,true,,
157017, 130632, 1411.341, -1490.225, 5.222, 147843, 1409.840, -1488.904, 5.222,false,false,true,,
155770, 134176, 1441.365, -1516.656, 5.222, 154679, 1439.864, -1515.334, 5.222,false,false,true,,
154108, 109248, 1421.548, -1505.872, 5.222, 153760, 1423.049, -1507.194, 5.222,false,false,true,,
153505, 153759, 1424.550, -1508.515, 5.222, 153760, 1423.049, -1507.194, 5.222,false,false,true,,
151012, 62705, 1481.631, -1414.477, 5.222, 154644, 1480.305, -1415.974, 5.222,false,false,true,,
148669, 143578, 1454.875, -1528.550, 5.222, 158081, 1456.377, -1529.871, 5.222,false,false,true,,
142312, 138885, 1495.984, -1405.817, 5.222, 63472, 1485.374, -1417.792, 5.222,false,false,true,,
141524, 134176, 1441.365, -1516.656, 5.222, 74993, 1442.866, -1517.977, 5.222,false,false,true,,
141517, 74993, 1442.866, -1517.977, 5.222, 143578, 1454.875, -1528.550, 5.222,false,false,true,,
141269, 153070, 1451.572, -1532.303, 5.222, 153756, 1453.073, -1533.624, 5.222,false,false,true,,
139517, 156820, 1409.538, -1495.300, 5.222, 109248, 1421.548, -1505.872, 5.222,false,false,true,,
139074, 156691, 1457.878, -1531.193, 5.222, 158081, 1456.377, -1529.871, 5.222,false,false,true,,
134464, 130632, 1411.341, -1490.225, 5.222, 130488, 1412.842, -1491.547, 5.222,false,false,true,,
134065, 130488, 1412.842, -1491.547, 5.222, 50959, 1424.852, -1502.119, 5.222,false,false,true,,
132954, 153758, 1438.061, -1520.409, 5.222, 153755, 1439.562, -1521.730, 5.222,false,false,true,,
127520, 153755, 1439.562, -1521.730, 5.222, 153070, 1451.572, -1532.303, 5.222,false,false,true,,
125227, 73454, 1408.037, -1493.978, 5.222, 156820, 1409.538, -1495.300, 5.222,false,false,true,,
120621, 63472, 1485.374, -1417.792, 5.222, 135636, 1484.047, -1419.290, 5.222,false,false,true,,
107918, 153758, 1438.061, -1520.409, 5.222, 153757, 1436.560, -1519.087, 5.222,false,false,true,,
89321, 50959, 1424.852, -1502.119, 5.222, 67224, 1426.353, -1503.441, 5.222,false,false,true,,
88060, 80375, 1427.854, -1504.762, 5.222, 67224, 1426.353, -1503.441, 5.222,false,false,true,,
84854, 158620, 1454.574, -1534.946, 5.222, 153756, 1453.073, -1533.624, 5.222,false,false,true,,
48374, 154679, 1439.864, -1515.334, 5.222, 80375, 1427.854, -1504.762, 5.222,false,false,true,,
33019, 153757, 1436.560, -1519.087, 5.222, 153759, 1424.550, -1508.515, 5.222,false,false,true,,
140775, 147119, 1436.410, -1428.520, 5.222, 148320, 1479.127, -1466.368, 5.222,false,false,false,standard/country_large_new.lua,
141907, 113309, 1278.982, -1365.249, 4.883, 107369, 1320.103, -1407.649, 5.127,false,false,true,,
128844, 60981, 1275.307, -1368.638, 4.883, 101461, 1316.602, -1411.219, 5.127,false,false,true,,
155830, 140892, 1497.310, -1404.320, 5.222, 154086, 1498.637, -1402.823, 5.222,false,false,true,,
154373, 156190, 1508.158, -1384.538, 5.222, 106716, 1506.831, -1386.035, 5.222,false,false,true,,
153807, 61169, 1505.505, -1387.531, 5.222, 106716, 1506.831, -1386.035, 5.222,false,false,true,,
153708, 42467, 1494.894, -1399.507, 5.222, 61169, 1505.505, -1387.531, 5.222,false,false,true,,
146284, 132144, 1525.163, -1372.884, 5.222, 132370, 1535.774, -1360.908, 5.222,false,false,true,,
140868, 153636, 1518.768, -1372.562, 5.222, 156190, 1508.158, -1384.538, 5.222,false,false,true,,
138985, 130385, 1532.031, -1357.592, 5.222, 130486, 1533.358, -1356.095, 5.222,false,false,true,,
136079, 68823, 1521.421, -1369.568, 5.222, 130385, 1532.031, -1357.592, 5.222,false,false,true,,
132862, 154086, 1498.637, -1402.823, 5.222, 136387, 1509.247, -1390.847, 5.222,false,false,true,,
123570, 69649, 1522.510, -1375.878, 5.222, 112654, 1511.900, -1387.853, 5.222,false,false,true,,
115609, 71883, 1523.837, -1374.381, 5.222, 69649, 1522.510, -1375.878, 5.222,false,false,true,,
115400, 112654, 1511.900, -1387.853, 5.222, 118204, 1510.574, -1389.350, 5.222,false,false,true,,
104946, 67192, 1520.094, -1371.065, 5.222, 153636, 1518.768, -1372.562, 5.222,false,false,true,,
79470, 71883, 1523.837, -1374.381, 5.222, 132144, 1525.163, -1372.884, 5.222,false,false,true,,
62481, 40468, 1493.568, -1401.004, 5.222, 42467, 1494.894, -1399.507, 5.222,false,false,true,,
59812, 140892, 1497.310, -1404.320, 5.222, 138885, 1495.984, -1405.817, 5.222,false,false,true,,
57186, 136387, 1509.247, -1390.847, 5.222, 118204, 1510.574, -1389.350, 5.222,false,false,true,,
50990, 80758, 1534.684, -1354.599, 5.222, 130486, 1533.358, -1356.095, 5.222,false,false,true,,
42723, 67192, 1520.094, -1371.065, 5.222, 68823, 1521.421, -1369.568, 5.222,false,false,true,,
33943, 40468, 1493.568, -1401.004, 5.222, 120013, 1492.242, -1402.501, 5.222,false,false,true,,
100842, 29179, 1105.307, -1227.162, 2.743, 66487, 1049.875, -1171.575, 2.809,false,false,false,standard/country_large_new.lua,
70114, 32922, 1153.815, -1289.243, 3.110, 29179, 1105.307, -1227.162, 2.743,false,false,false,standard/country_large_new.lua,
145103, 77129, 1188.816, -1254.680, 3.810, 77124, 1140.037, -1181.149, 2.920,false,false,true,,
137455, 61731, 1184.756, -1257.599, 3.810, 75321, 1135.770, -1183.754, 2.920,false,false,true,,
158008, 158156, 1075.004, -1061.312, 1.551, 155428, 1048.666, -1020.799, 1.385,false,false,true,,
157497, 68911, 1092.383, -1106.271, 1.950, 156357, 1072.923, -1068.225, 1.582,false,false,true,,
150303, 77124, 1140.037, -1181.149, 2.920, 57612, 1096.834, -1103.994, 1.950,false,false,true,,
147559, 75321, 1135.770, -1183.754, 2.920, 68911, 1092.383, -1106.271, 1.950,false,false,true,,
141677, 156357, 1072.923, -1068.225, 1.582, 155428, 1048.666, -1020.799, 1.385,false,false,true,,
139376, 57612, 1096.834, -1103.994, 1.950, 158156, 1075.004, -1061.312, 1.551,false,false,true,,
107333, 63705, 1106.564, -1085.240, 1.476, 67012, 1082.505, -1062.415, 1.551,false,false,true,,
98447, 156575, 1103.480, -1089.175, 1.476, 158156, 1075.004, -1061.312, 1.551,false,false,true,,
98441, 67012, 1082.505, -1062.415, 1.551, 65921, 1053.118, -1018.522, 1.385,false,false,true,,
77955, 158156, 1075.004, -1061.312, 1.551, 65921, 1053.118, -1018.522, 1.385,false,false,true,,
73494, 108309, 1175.484, -1123.425, 1.523, 156575, 1103.480, -1089.175, 1.476,false,false,true,,
67917, 153966, 1141.539, -1106.482, 1.503, 63705, 1106.564, -1085.240, 1.476,false,false,true,,
158902, 153479, 1260.099, -1124.944, 1.574, 156066, 1176.669, -1118.568, 1.523,false,false,true,,
156374, 142013, 1260.389, -1129.936, 1.574, 108309, 1175.484, -1123.425, 1.523,false,false,true,,
139085, 156066, 1176.669, -1118.568, 1.523, 153966, 1141.539, -1106.482, 1.503,false,false,true,,
160023, 138266, 1395.125, -1207.863, 1.888, 90045, 1394.789, -1137.811, 1.835,false,false,true,,
160014, 61881, 1400.442, -1228.179, 1.880, 138266, 1395.125, -1207.863, 1.888,false,false,true,,
120748, 140869, 1406.248, -1247.318, 1.880, 61881, 1400.442, -1228.179, 1.880,false,false,true,,
102323, 138266, 1395.125, -1207.863, 1.888, 113379, 1367.029, -1143.035, 1.787,false,false,true,,
157790, 99766, 1334.043, -1119.607, 1.652, 142013, 1260.389, -1129.936, 1.574,false,false,true,,
154024, 150543, 1352.726, -1110.234, 1.682, 104821, 1311.680, -1118.823, 1.625,false,false,true,,
153621, 147139, 1450.063, -1080.574, 1.896, 150543, 1352.726, -1110.234, 1.682,false,false,true,,
132725, 154382, 1435.646, -1090.908, 1.852, 144166, 1385.270, -1106.785, 1.737,false,false,true,,
132338, 104821, 1311.680, -1118.823, 1.625, 153479, 1260.099, -1124.944, 1.574,false,false,true,,
121875, 99766, 1334.043, -1119.607, 1.652, 104821, 1311.680, -1118.823, 1.625,false,false,true,,
86979, 144166, 1385.270, -1106.785, 1.737, 99766, 1334.043, -1119.607, 1.652,false,false,true,,
