x,y,z
4892,-5938,-42.4
4922,-5938,-43.15
4952,-5938,-44.15
4982,-5938,-47.6
5012,-5938,-42.1
5042,-5938,-40.35
5072,-5938,-41.5
5102,-5938,-43.6
5132,-5938,-45.5
5162,-5938,-42.55
5192,-5938,-45.1
5222,-5938,-44.6
5252,-5938,-45.7
5282,-5938,-47.95
5312,-5938,-45.5
5342,-5938,-44.3
5372,-5938,-42.4
5402,-5938,-42.25
5432,-5938,-41.2
5462,-5938,-41.75
5492,-5938,-44.05
5522,-5938,-42.1
5552,-5938,-42.9
5582,-5938,-42.6
5612,-5938,-42.1
5642,-5938,-44.95
5672,-5938,-43.6
5702,-5938,-45.75
5732,-5938,-44.7
5762,-5938,-43.55
5792,-5938,-42.7
5822,-5938,-41.65
5852,-5938,-41.15
5882,-5938,-41.7
5912,-5938,-40.6
5942,-5938,-41.65
5972,-5938,-42.5
6002,-5938,-39.05
6032,-5938,-41.95
6062,-5938,-40.15
6092,-5938,-37.95
6122,-5938,-36.2
6152,-5938,-36.8
6182,-5938,-36.3
6212,-5938,-36.3
6242,-5938,-40.65
6272,-5938,-39.95
6302,-5938,-41.95
6332,-5938,-40.15
6362,-5938,-43.05
6392,-5938,-46.15
6422,-5938,-42.75
6452,-5938,-44.1
6482,-5938,-46.3
6512,-5938,-45.45
6542,-5938,-45.65
6572,-5938,-41.6
6602,-5938,-40.45
6632,-5938,-40
6662,-5938,-40.2
6692,-5938,-40.2
6722,-5938,-40.55
6752,-5938,-40.15
6782,-5938,-42.45
6812,-5938,-41.2
6842,-5938,-43.15
6872,-5938,-45.1
6902,-5938,-41.75
6932,-5938,-43.4
6962,-5938,-43.3
6992,-5938,-41.7
7022,-5938,-40.7
7052,-5938,-41.65
7082,-5938,-41.75
7112,-5938,-40.55
7142,-5938,-44.55
-7168,-5908,-38.35
-7138,-5908,-38.45
-7108,-5908,-41.4
-7078,-5908,-43.05
-7048,-5908,-44.4
-7018,-5908,-42.2
-6988,-5908,-43.7
-6958,-5908,-45.05
-6928,-5908,-43.6
-6898,-5908,-43.2
-6868,-5908,-44.05
-6838,-5908,-42.15
-6808,-5908,-43.4
-6778,-5908,-43.7
-6748,-5908,-41.85
-6718,-5908,-42.95
-6688,-5908,-42.05
-6658,-5908,-41.05
-6628,-5908,-42.8
-6598,-5908,-43.95
-6568,-5908,-41.2
-6538,-5908,-41.6
-6508,-5908,-42.35
-6478,-5908,-43.15
-6448,-5908,-41.55
-6418,-5908,-40.25
-6388,-5908,-38.45
-6358,-5908,-40.15
-6328,-5908,-40.35
-6298,-5908,-41.3
-6268,-5908,-40.65
-6238,-5908,-39.15
-6208,-5908,-42.2
-6178,-5908,-41.55
-6148,-5908,-43.05
-6118,-5908,-44.85
-6088,-5908,-42.1
-6058,-5908,-44.5
-6028,-5908,-42.1
-5998,-5908,-42.5
-5968,-5908,-43.55
-5938,-5908,-42.4
-5908,-5908,-44.35
-5878,-5908,-46.05
-5848,-5908,-43.85
-5818,-5908,-42.1
-5788,-5908,-42.25
-5758,-5908,-41.55
-5728,-5908,-43.6
-5698,-5908,-43.2
-5668,-5908,-41.6
-5638,-5908,-43.45
-5608,-5908,-44.35
-5578,-5908,-41.25
-5548,-5908,-42
-5518,-5908,-40.85
-5488,-5908,-41.55
-5458,-5908,-42.5
-5428,-5908,-44.2
-5398,-5908,-42.45
-5368,-5908,-41.1
-5338,-5908,-42.6
-5308,-5908,-44.7
-5278,-5908,-44.1
-5248,-5908,-40.95
-5218,-5908,-41.75
-5188,-5908,-43.15
-5158,-5908,-39.55
-5128,-5908,-39.35
-5098,-5908,-39.25
-5068,-5908,-39.05
-5038,-5908,-40.1
-5008,-5908,-40.95
-4978,-5908,-44.4
-4948,-5908,-42.55
-4918,-5908,-42
-4888,-5908,-42.15
-4858,-5908,-41.35
-4828,-5908,-43.2
-4798,-5908,-43.25
-4768,-5908,-40
-4738,-5908,-40.85
-4708,-5908,-39.2
-4678,-5908,-41.45
-4648,-5908,-42.2
-4618,-5908,-43.35
-4588,-5908,-40.6
-4558,-5908,-41.1
-4528,-5908,-42.65
-4498,-5908,-42.25
-4468,-5908,-44.6
-4438,-5908,-45.9
-4408,-5908,-43.3
-4378,-5908,-43.6
-4348,-5908,-44.05
-4318,-5908,-43.35
-4288,-5908,-43.9
-4258,-5908,-43.1
-4228,-5908,-43.25
-4198,-5908,-41.3
-4168,-5908,-42.5
-4138,-5908,-40.1
-4108,-5908,-42.95
-4078,-5908,-42.25
-4048,-5908,-41.3
-4018,-5908,-41.3
-3988,-5908,-44.65
-3958,-5908,-46.2
-3928,-5908,-44.4
-3898,-5908,-44.4
-3868,-5908,-44.5
-3838,-5908,-42.6
-3808,-5908,-41.6
-3778,-5908,-45
-3748,-5908,-44.1
-3718,-5908,-47.35
-3688,-5908,-46.4
-3658,-5908,-41.6
-3628,-5908,-40.75
-3598,-5908,-42.45
-3568,-5908,-41.85
-3538,-5908,-46.75
-3508,-5908,-46.25
-3478,-5908,-45.05
-3448,-5908,-43.35
-3418,-5908,-44.45
-3388,-5908,-44.85
-3358,-5908,-45.95
-3328,-5908,-46.9
-3298,-5908,-45.85
-3268,-5908,-44.45
-3238,-5908,-43.25
-3208,-5908,-39.55
-3178,-5908,-36.95
-3148,-5908,-33.45
-3118,-5908,-29.6
-3088,-5908,-23.7
-3058,-5908,-16.3
-3028,-5908,-12.3
-2998,-5908,-9.35
-2968,-5908,-7.1
-2938,-5908,-5.7
-2908,-5908,-7.2
-2878,-5908,-11.15
-2848,-5908,-10.75
-2818,-5908,-7.6
-2788,-5908,-5.3
-2758,-5908,-5.25
-2728,-5908,-7.1
-2698,-5908,-6.05
-2668,-5908,-5.85
-2638,-5908,-7.4
-2608,-5908,-6.8
-2578,-5908,-4.6
-2548,-5908,-3.05
-2518,-5908,-1.65
-2488,-5908,-0.1
-2458,-5908,0.05
-2428,-5908,-1.3
-2398,-5908,0.1
-2368,-5908,0.1
-2338,-5908,0.3
-2308,-5908,0.7
-2278,-5908,1.3
-2248,-5908,1.75
-2218,-5908,4.35
-2188,-5908,4.35
-2158,-5908,4.35
-2128,-5908,4.35
-2098,-5908,4.35
-2068,-5908,4.35
-2038,-5908,2.2
-2008,-5908,1.55
-1978,-5908,0.85
-1948,-5908,0.45
-1918,-5908,0.1
-1888,-5908,0
-1858,-5908,-0.45
-1828,-5908,-5.25
-1798,-5908,-16.25
-1768,-5908,-29.15
-1738,-5908,-31.25
-1708,-5908,-33.7
-1678,-5908,-34.9
-1648,-5908,-35.9
-1618,-5908,-38.9
-1588,-5908,-40.85
-1558,-5908,-41
-1528,-5908,-42.45
-1498,-5908,-43.35
-1468,-5908,-44.4
-1438,-5908,-41.55
-1408,-5908,-42.8
-1378,-5908,-42.95
-1348,-5908,-42.15
-1318,-5908,-38.85
-1288,-5908,-40.05
-1258,-5908,-38.7
-1228,-5908,-40.15
-1198,-5908,-39.75
-1168,-5908,-40
-1138,-5908,-43.2
-1108,-5908,-43.05
-1078,-5908,-41.5
-1048,-5908,-42.75
-1018,-5908,-40.45
-988,-5908,-37.85
-958,-5908,-34.45
-928,-5908,-33.05
-898,-5908,-32.7
-868,-5908,-31.55
-838,-5908,-30.9
-808,-5908,-30.35
-778,-5908,-31.45
-748,-5908,-31.7
-718,-5908,-32.8
-688,-5908,-33.2
-658,-5908,-35.1
-628,-5908,-35.75
-598,-5908,-37.65
-568,-5908,-40.9
-538,-5908,-39.9
-508,-5908,-38
-478,-5908,-36.25
-448,-5908,-31.85
-418,-5908,-29
-388,-5908,-29.1
-358,-5908,-26.9
-328,-5908,-22.4
-298,-5908,-14.9
-268,-5908,-8.7
-238,-5908,-6.7
-208,-5908,-8.75
-178,-5908,-6.3
-148,-5908,-1.9
-118,-5908,-0.05
-88,-5908,0
-58,-5908,-0.3
-28,-5908,-2.35
2,-5908,-10.85
32,-5908,-10.8
62,-5908,-2.9
92,-5908,-2.45
122,-5908,-8.2
152,-5908,-16.35
182,-5908,-26.55
212,-5908,-30.2
242,-5908,-32.85
272,-5908,-35.9
302,-5908,-32.15
332,-5908,-27.9
362,-5908,-20.35
392,-5908,-12.3
422,-5908,-6.7
452,-5908,-2.35
482,-5908,-0.15
512,-5908,0
542,-5908,-0.7
572,-5908,-1.95
602,-5908,-3.15
632,-5908,-6
662,-5908,-10.35
692,-5908,-16.1
722,-5908,-20
752,-5908,-26.75
782,-5908,-29.35
812,-5908,-26.9
842,-5908,-26.8
872,-5908,-26.85
902,-5908,-26.95
932,-5908,-28.35
962,-5908,-31.4
992,-5908,-32.65
1022,-5908,-31.65
1052,-5908,-34.4
1082,-5908,-34.55
1112,-5908,-37
1142,-5908,-39.25
1172,-5908,-40.65
1202,-5908,-38.4
1232,-5908,-35.9
1262,-5908,-38.3
1292,-5908,-35.15
1322,-5908,-37.3
1352,-5908,-31.05
1382,-5908,-26.3
1412,-5908,-24.55
1442,-5908,-23.35
1472,-5908,-25.25
1502,-5908,-15.4
1532,-5908,-7.8
1562,-5908,-0.25
1592,-5908,3.55
1622,-5908,10.35
1652,-5908,10.75
1682,-5908,7.5
1712,-5908,4.85
1742,-5908,3.9
1772,-5908,3.2
1802,-5908,3.25
1832,-5908,3.5
1862,-5908,2.8
1892,-5908,2.45
1922,-5908,2.35
1952,-5908,2.4
1982,-5908,1.7
2012,-5908,1
2042,-5908,0.75
2072,-5908,0.75
2102,-5908,0.9
2132,-5908,0.95
2162,-5908,0.5
2192,-5908,0.15
2222,-5908,-0.15
2252,-5908,-8.6
2282,-5908,-29.05
2312,-5908,-35.55
2342,-5908,-34.45
2372,-5908,-34.7
2402,-5908,-36.9
2432,-5908,-40.55
2462,-5908,-43.1
2492,-5908,-43.65
2522,-5908,-45.25
2552,-5908,-47.5
2582,-5908,-47.3
2612,-5908,-46.1
2642,-5908,-45.8
2672,-5908,-43.65
2702,-5908,-44.85
2732,-5908,-48
2762,-5908,-48.7
2792,-5908,-47.9
2822,-5908,-45.3
2852,-5908,-47.65
2882,-5908,-47.8
2912,-5908,-40.85
2942,-5908,-33.35
2972,-5908,-26.25
3002,-5908,-32.55
3032,-5908,-1.15
3062,-5908,15.6
3092,-5908,24.7
3122,-5908,21.3
3152,-5908,24
3182,-5908,29
3212,-5908,36.65
3242,-5908,51.15
3272,-5908,66.45
3302,-5908,79.4
3332,-5908,78.3
3362,-5908,71.4
3392,-5908,58
3422,-5908,47
3452,-5908,37.95
3482,-5908,28.25
3512,-5908,14.25
3542,-5908,4.85
3572,-5908,0.35
3602,-5908,-1.85
3632,-5908,-7.35
3662,-5908,-12.3
3692,-5908,-26.55
3722,-5908,-31.55
3752,-5908,-34.3
3782,-5908,-37.85
3812,-5908,-42.8
3842,-5908,-42.6
3872,-5908,-43.95
3902,-5908,-45.35
3932,-5908,-44.5
3962,-5908,-44.7
3992,-5908,-40.8
4022,-5908,-40.2
4052,-5908,-39.55
4082,-5908,-41
4112,-5908,-43.8
4142,-5908,-43.55
4172,-5908,-47.4
4202,-5908,-42.55
4232,-5908,-43.25
4262,-5908,-43.3
4292,-5908,-42.75
4322,-5908,-45
4352,-5908,-43.45
4382,-5908,-42.4
4412,-5908,-39.95
4442,-5908,-41.05
4472,-5908,-40.65
4502,-5908,-42.35
4532,-5908,-40.5
4562,-5908,-43
4592,-5908,-46.6
4622,-5908,-48.3
4652,-5908,-44.15
4682,-5908,-44.05
4712,-5908,-44.75
4742,-5908,-43.75
4772,-5908,-43.75
4802,-5908,-45.25
4832,-5908,-45.2
4862,-5908,-43.05
4892,-5908,-43.2
4922,-5908,-41.15
4952,-5908,-44.7
4982,-5908,-45.3
5012,-5908,-42.9
5042,-5908,-40.65
5072,-5908,-40.9
5102,-5908,-44.4
5132,-5908,-42.9
5162,-5908,-42.9
5192,-5908,-43.95
5222,-5908,-42.3
5252,-5908,-45.85
5282,-5908,-44.1
5312,-5908,-42.95
5342,-5908,-43.8
5372,-5908,-43.55
5402,-5908,-42.35
5432,-5908,-40
5462,-5908,-43.4
5492,-5908,-44.2
5522,-5908,-42.95
5552,-5908,-42.8
5582,-5908,-40.65
5612,-5908,-44.45
5642,-5908,-46.35
5672,-5908,-45.15
5702,-5908,-43.4
5732,-5908,-45.05
5762,-5908,-42.85
5792,-5908,-40.6
5822,-5908,-41.8
5852,-5908,-39.3
5882,-5908,-39.9
5912,-5908,-38.95
5942,-5908,-36.35
5972,-5908,-38.95
6002,-5908,-38.25
6032,-5908,-39.7
6062,-5908,-37.2
6092,-5908,-37.55
6122,-5908,-38.5
6152,-5908,-36.95
6182,-5908,-37.5
6212,-5908,-38.8
6242,-5908,-40.8
6272,-5908,-38.6
6302,-5908,-40.1
6332,-5908,-38.65
6362,-5908,-39.7
6392,-5908,-42.25
6422,-5908,-42.1
6452,-5908,-42.75
6482,-5908,-45.8
6512,-5908,-46
6542,-5908,-43.35
6572,-5908,-44.65
6602,-5908,-43.1
6632,-5908,-40
6662,-5908,-38.9
6692,-5908,-40.5
6722,-5908,-38.9
6752,-5908,-40.3
6782,-5908,-41.45
6812,-5908,-40.95
6842,-5908,-46.25
6872,-5908,-43.6
6902,-5908,-43.65
6932,-5908,-44.95
6962,-5908,-41.05
6992,-5908,-43.65
7022,-5908,-43.9
7052,-5908,-43.6
7082,-5908,-43.55
7112,-5908,-42.2
7142,-5908,-44.1
-7168,-5878,-39.5
-7138,-5878,-39.75
-7108,-5878,-41.9
-7078,-5878,-41.25
-7048,-5878,-42.85
-7018,-5878,-41.2
-6988,-5878,-41.05
-6958,-5878,-44.8
-6928,-5878,-42.25
-6898,-5878,-44.5
-6868,-5878,-42.85
-6838,-5878,-39.75
-6808,-5878,-40.25
-6778,-5878,-41
-6748,-5878,-42.95
-6718,-5878,-46.4
-6688,-5878,-43.15
-6658,-5878,-42.2
-6628,-5878,-41.85
-6598,-5878,-42.2
-6568,-5878,-41.85
-6538,-5878,-41.4
-6508,-5878,-40.65
-6478,-5878,-41.65
-6448,-5878,-42.4
-6418,-5878,-40.15
-6388,-5878,-38.85
-6358,-5878,-39.4
-6328,-5878,-39.75
-6298,-5878,-40.8
-6268,-5878,-42.35
-6238,-5878,-42.4
-6208,-5878,-42.15
-6178,-5878,-41.35
-6148,-5878,-43.85
-6118,-5878,-43.8
-6088,-5878,-44.9
-6058,-5878,-42.05
-6028,-5878,-42.9
-5998,-5878,-43.8
-5968,-5878,-43.65
-5938,-5878,-43.3
-5908,-5878,-42.8
-5878,-5878,-41.4
-5848,-5878,-41.05
-5818,-5878,-42.05
-5788,-5878,-41
-5758,-5878,-41.3
-5728,-5878,-42.75
-5698,-5878,-43.8
-5668,-5878,-41.85
-5638,-5878,-43.7
-5608,-5878,-45.1
-5578,-5878,-44.25
-5548,-5878,-41.55
-5518,-5878,-41.7
-5488,-5878,-39.9
-5458,-5878,-40.45
-5428,-5878,-44.2
-5398,-5878,-40.05
-5368,-5878,-40.4
-5338,-5878,-41.2
-5308,-5878,-43.5
-5278,-5878,-46.15
-5248,-5878,-42.8
-5218,-5878,-44.35
-5188,-5878,-40.85
-5158,-5878,-40.8
-5128,-5878,-40.65
-5098,-5878,-39
-5068,-5878,-39.8
-5038,-5878,-41.5
-5008,-5878,-42
-4978,-5878,-44.05
-4948,-5878,-44.5
-4918,-5878,-42.15
-4888,-5878,-41.8
-4858,-5878,-42.6
-4828,-5878,-40.75
-4798,-5878,-40.3
-4768,-5878,-40.5
-4738,-5878,-39.95
-4708,-5878,-38.9
-4678,-5878,-40.1
-4648,-5878,-43.6
-4618,-5878,-41.1
-4588,-5878,-40.75
-4558,-5878,-41.95
-4528,-5878,-42.1
-4498,-5878,-42.45
-4468,-5878,-40.5
-4438,-5878,-41.65
-4408,-5878,-44.9
-4378,-5878,-46.3
-4348,-5878,-44.7
-4318,-5878,-42.1
-4288,-5878,-44.75
-4258,-5878,-44.1
-4228,-5878,-44.9
-4198,-5878,-44.55
-4168,-5878,-42.3
-4138,-5878,-42.45
-4108,-5878,-43.45
-4078,-5878,-42.95
-4048,-5878,-40.25
-4018,-5878,-40.7
-3988,-5878,-44.7
-3958,-5878,-43.95
-3928,-5878,-45.05
-3898,-5878,-46.2
-3868,-5878,-43.2
-3838,-5878,-43.15
-3808,-5878,-46.2
-3778,-5878,-46.9
-3748,-5878,-43.4
-3718,-5878,-43.6
-3688,-5878,-42.5
-3658,-5878,-42.25
-3628,-5878,-42.6
-3598,-5878,-41.1
-3568,-5878,-41.85
-3538,-5878,-45.4
-3508,-5878,-46.25
-3478,-5878,-42.35
-3448,-5878,-44
-3418,-5878,-45.75
-3388,-5878,-43.8
-3358,-5878,-43.6
-3328,-5878,-45.5
-3298,-5878,-43.15
-3268,-5878,-43.7
-3238,-5878,-42.5
-3208,-5878,-40.2
-3178,-5878,-36.35
-3148,-5878,-32.8
-3118,-5878,-25.4
-3088,-5878,-17.5
-3058,-5878,-11.15
-3028,-5878,-7.2
-2998,-5878,-4.65
-2968,-5878,-3.05
-2938,-5878,-1.8
-2908,-5878,-3.5
-2878,-5878,-7.9
-2848,-5878,-5.8
-2818,-5878,-3.45
-2788,-5878,-1.8
-2758,-5878,-1.8
-2728,-5878,-2.9
-2698,-5878,-2.2
-2668,-5878,-1.8
-2638,-5878,-3.2
-2608,-5878,-4.15
-2578,-5878,-1.3
-2548,-5878,-0.65
-2518,-5878,-0.2
-2488,-5878,-0.05
-2458,-5878,0.05
-2428,-5878,0.1
-2398,-5878,0.1
-2368,-5878,0.15
-2338,-5878,0.4
-2308,-5878,0.6
-2278,-5878,0.95
-2248,-5878,1.45
-2218,-5878,2.3
-2188,-5878,4.35
-2158,-5878,4.35
-2128,-5878,4.35
-2098,-5878,4.35
-2068,-5878,4.35
-2038,-5878,2.45
-2008,-5878,1.8
-1978,-5878,1.3
-1948,-5878,0.8
-1918,-5878,0.4
-1888,-5878,0.05
-1858,-5878,-0.45
-1828,-5878,-5.9
-1798,-5878,-19
-1768,-5878,-30.35
-1738,-5878,-34.4
-1708,-5878,-34.35
-1678,-5878,-36.5
-1648,-5878,-39.45
-1618,-5878,-41.8
-1588,-5878,-42.25
-1558,-5878,-41.25
-1528,-5878,-43.95
-1498,-5878,-42.9
-1468,-5878,-41.95
-1438,-5878,-42.35
-1408,-5878,-43.05
-1378,-5878,-44.4
-1348,-5878,-42.8
-1318,-5878,-39.6
-1288,-5878,-39.95
-1258,-5878,-39.25
-1228,-5878,-39.9
-1198,-5878,-38.85
-1168,-5878,-40.05
-1138,-5878,-42.9
-1108,-5878,-46.4
-1078,-5878,-44.15
-1048,-5878,-41.2
-1018,-5878,-40.3
-988,-5878,-38.7
-958,-5878,-35.3
-928,-5878,-32.85
-898,-5878,-31.4
-868,-5878,-30.6
-838,-5878,-26.05
-808,-5878,-24.7
-778,-5878,-26.25
-748,-5878,-28.1
-718,-5878,-28.6
-688,-5878,-31
-658,-5878,-33.7
-628,-5878,-34.5
-598,-5878,-36.25
-568,-5878,-39.05
-538,-5878,-36.3
-508,-5878,-34.85
-478,-5878,-35.85
-448,-5878,-33.3
-418,-5878,-31.15
-388,-5878,-30.15
-358,-5878,-28.25
-328,-5878,-29.25
-298,-5878,-24.25
-268,-5878,-18.45
-238,-5878,-17.7
-208,-5878,-20.25
-178,-5878,-14.65
-148,-5878,-8.05
-118,-5878,-2.2
-88,-5878,-2.4
-58,-5878,-2.2
-28,-5878,-9.05
2,-5878,-18.8
32,-5878,-11.8
62,-5878,-2.25
92,-5878,-1.8
122,-5878,-8.65
152,-5878,-19.8
182,-5878,-29
212,-5878,-32.05
242,-5878,-34.6
272,-5878,-33.85
302,-5878,-30.45
332,-5878,-29.05
362,-5878,-19.8
392,-5878,-11.1
422,-5878,-5.2
452,-5878,-1.5
482,-5878,-0.05
512,-5878,0.15
542,-5878,-0.05
572,-5878,-0.1
602,-5878,-1
632,-5878,-4.1
662,-5878,-7.9
692,-5878,-10.5
722,-5878,-15.5
752,-5878,-23.05
782,-5878,-23.95
812,-5878,-20.85
842,-5878,-18.7
872,-5878,-18.55
902,-5878,-21.35
932,-5878,-24.4
962,-5878,-28.4
992,-5878,-30.05
1022,-5878,-30.7
1052,-5878,-33.25
1082,-5878,-34.75
1112,-5878,-36.9
1142,-5878,-37.7
1172,-5878,-39.3
1202,-5878,-37.9
1232,-5878,-33.95
1262,-5878,-34.55
1292,-5878,-33.95
1322,-5878,-34.6
1352,-5878,-28.25
1382,-5878,-25
1412,-5878,-21.5
1442,-5878,-20.7
1472,-5878,-5.8
1502,-5878,2.65
1532,-5878,5.05
1562,-5878,12.05
1592,-5878,13.3
1622,-5878,10.2
1652,-5878,6.8
1682,-5878,5.45
1712,-5878,4.95
1742,-5878,4.3
1772,-5878,3.7
1802,-5878,3.9
1832,-5878,3.6
1862,-5878,3
1892,-5878,2.9
1922,-5878,2.45
1952,-5878,2.45
1982,-5878,2.55
2012,-5878,2.15
2042,-5878,1.7
2072,-5878,1.4
2102,-5878,1.25
2132,-5878,0.85
2162,-5878,0.4
2192,-5878,0.1
2222,-5878,-1.55
2252,-5878,-14.3
2282,-5878,-17.85
2312,-5878,-23.35
2342,-5878,-31.65
2372,-5878,-31.75
2402,-5878,-33.8
2432,-5878,-37.1
2462,-5878,-41.55
2492,-5878,-44.6
2522,-5878,-45.7
2552,-5878,-44.95
2582,-5878,-45.55
2612,-5878,-43.35
2642,-5878,-43.75
2672,-5878,-45.8
2702,-5878,-44.25
2732,-5878,-45.75
2762,-5878,-47.75
2792,-5878,-46.35
2822,-5878,-47.35
2852,-5878,-47.45
2882,-5878,-46.4
2912,-5878,-27
2942,-5878,-0.15
2972,-5878,1.25
3002,-5878,-5.45
3032,-5878,2.05
3062,-5878,22.8
3092,-5878,22.4
3122,-5878,22.1
3152,-5878,25.55
3182,-5878,33
3212,-5878,45.45
3242,-5878,58.45
3272,-5878,75.55
3302,-5878,81.35
3332,-5878,72.95
3362,-5878,59.1
3392,-5878,45.65
3422,-5878,33.2
3452,-5878,22.65
3482,-5878,14.45
3512,-5878,9
3542,-5878,4.55
3572,-5878,0.65
3602,-5878,-0.1
3632,-5878,-0.2
3662,-5878,-4.7
3692,-5878,-20.25
3722,-5878,-32.65
3752,-5878,-33.95
3782,-5878,-37.95
3812,-5878,-40.5
3842,-5878,-43.3
3872,-5878,-44.3
3902,-5878,-44.7
3932,-5878,-45.35
3962,-5878,-43.55
3992,-5878,-40.65
4022,-5878,-39.55
4052,-5878,-41.05
4082,-5878,-39.95
4112,-5878,-41.2
4142,-5878,-44.2
4172,-5878,-47.3
4202,-5878,-43.55
4232,-5878,-43.05
4262,-5878,-45.25
4292,-5878,-42.25
4322,-5878,-40.8
4352,-5878,-43.85
4382,-5878,-40.9
4412,-5878,-41.65
4442,-5878,-41.1
4472,-5878,-39.7
4502,-5878,-42
4532,-5878,-41.5
4562,-5878,-43.2
4592,-5878,-45.9
4622,-5878,-44.5
4652,-5878,-41.1
4682,-5878,-40.4
4712,-5878,-42.95
4742,-5878,-42.75
4772,-5878,-43.3
4802,-5878,-43.9
4832,-5878,-46.45
4862,-5878,-44.5
4892,-5878,-42.95
4922,-5878,-42.8
4952,-5878,-44.35
4982,-5878,-43.6
5012,-5878,-42.75
5042,-5878,-42.5
5072,-5878,-42.25
5102,-5878,-41.95
5132,-5878,-42.8
5162,-5878,-44.95
5192,-5878,-43
5222,-5878,-44.25
5252,-5878,-44.05
5282,-5878,-46.2
5312,-5878,-43.35
5342,-5878,-42.6
5372,-5878,-41.75
5402,-5878,-42.15
5432,-5878,-42.25
5462,-5878,-43.05
5492,-5878,-42.05
5522,-5878,-43.35
5552,-5878,-41.65
5582,-5878,-43.7
5612,-5878,-43.45
5642,-5878,-45.75
5672,-5878,-45.1
5702,-5878,-42.35
5732,-5878,-44.5
5762,-5878,-41.1
5792,-5878,-40.35
5822,-5878,-40.8
5852,-5878,-40.05
5882,-5878,-37.8
5912,-5878,-35.6
5942,-5878,-35.65
5972,-5878,-33.6
6002,-5878,-36.25
6032,-5878,-36.8
6062,-5878,-34.75
6092,-5878,-36.3
6122,-5878,-35.05
6152,-5878,-37.35
6182,-5878,-37.6
6212,-5878,-39.8
6242,-5878,-39.9
6272,-5878,-39.05
6302,-5878,-39.55
6332,-5878,-36.85
6362,-5878,-37.9
6392,-5878,-38.95
6422,-5878,-40.9
6452,-5878,-44.2
6482,-5878,-43.05
6512,-5878,-44.95
6542,-5878,-41
6572,-5878,-41.25
6602,-5878,-43
6632,-5878,-40.75
6662,-5878,-41.35
6692,-5878,-40.9
6722,-5878,-39.45
6752,-5878,-41.05
6782,-5878,-42.85
6812,-5878,-44.45
6842,-5878,-44.15
6872,-5878,-41.8
6902,-5878,-44.3
6932,-5878,-45.15
6962,-5878,-42.35
6992,-5878,-41.75
7022,-5878,-40.7
7052,-5878,-42.3
7082,-5878,-42.85
7112,-5878,-45.75
7142,-5878,-44.15
-7168,-5848,-38.8
-7138,-5848,-38.7
-7108,-5848,-40.6
-7078,-5848,-41.1
-7048,-5848,-41
-7018,-5848,-39.8
-6988,-5848,-40.9
-6958,-5848,-42.95
-6928,-5848,-43.2
-6898,-5848,-41.3
-6868,-5848,-39.8
-6838,-5848,-40.75
-6808,-5848,-41.6
-6778,-5848,-41.2
-6748,-5848,-42.4
-6718,-5848,-41.95
-6688,-5848,-43.7
-6658,-5848,-46.05
-6628,-5848,-43.1
-6598,-5848,-41.25
-6568,-5848,-42.65
-6538,-5848,-40.65
-6508,-5848,-42.1
-6478,-5848,-41.6
-6448,-5848,-41.05
-6418,-5848,-41.15
-6388,-5848,-38.45
-6358,-5848,-40.25
-6328,-5848,-41.5
-6298,-5848,-40.15
-6268,-5848,-44.15
-6238,-5848,-44.5
-6208,-5848,-41.65
-6178,-5848,-39.95
-6148,-5848,-42.15
-6118,-5848,-44.35
-6088,-5848,-45.95
-6058,-5848,-46.3
-6028,-5848,-45.4
-5998,-5848,-43.2
-5968,-5848,-41.45
-5938,-5848,-42.35
-5908,-5848,-43.9
-5878,-5848,-41.4
-5848,-5848,-39.75
-5818,-5848,-39.3
-5788,-5848,-39.75
-5758,-5848,-42.05
-5728,-5848,-43.2
-5698,-5848,-41.45
-5668,-5848,-43.45
-5638,-5848,-42.05
-5608,-5848,-44.2
-5578,-5848,-42.7
-5548,-5848,-43
-5518,-5848,-41.85
-5488,-5848,-39.9
-5458,-5848,-42.4
-5428,-5848,-44.65
-5398,-5848,-40.55
-5368,-5848,-40.3
-5338,-5848,-42.3
-5308,-5848,-42
-5278,-5848,-42.1
-5248,-5848,-45.45
-5218,-5848,-44.1
-5188,-5848,-43.15
-5158,-5848,-40.9
-5128,-5848,-39.75
-5098,-5848,-40.2
-5068,-5848,-39.6
-5038,-5848,-41.8
-5008,-5848,-40.05
-4978,-5848,-42.7
-4948,-5848,-41.85
-4918,-5848,-44.45
-4888,-5848,-42.9
-4858,-5848,-40.7
-4828,-5848,-39.65
-4798,-5848,-40.2
-4768,-5848,-39.35
-4738,-5848,-38.1
-4708,-5848,-38.5
-4678,-5848,-41.75
-4648,-5848,-40.3
-4618,-5848,-40.2
-4588,-5848,-40.2
-4558,-5848,-39.45
-4528,-5848,-42.05
-4498,-5848,-41.05
-4468,-5848,-41.3
-4438,-5848,-41.7
-4408,-5848,-42.05
-4378,-5848,-42
-4348,-5848,-43.1
-4318,-5848,-42.9
-4288,-5848,-42.15
-4258,-5848,-41.3
-4228,-5848,-44
-4198,-5848,-42.9
-4168,-5848,-45.3
-4138,-5848,-43.5
-4108,-5848,-43.7
-4078,-5848,-42.35
-4048,-5848,-40.85
-4018,-5848,-43.15
-3988,-5848,-44.8
-3958,-5848,-46.5
-3928,-5848,-44.25
-3898,-5848,-42.7
-3868,-5848,-42.7
-3838,-5848,-42.8
-3808,-5848,-45.1
-3778,-5848,-43.2
